"","Id","Upload_Gam4"
"1067",2527,120119.896098255
"1068",2528,123632.783832503
"1069",2529,142143.80159224
"1070",2530,131676.442876548
"1071",2531,252113.400583891
"1072",2532,231442.878570108
"1073",2533,195545.648856418
"1074",2534,226752.619103509
"1075",2535,300749.541081086
"1076",2536,218466.941698956
"1077",2537,238997.232116655
"1078",2538,185001.306712926
"1079",2539,185619.410655743
"1080",2540,185330.523095378
"1081",2541,183819.472703401
"1082",2542,159139.165968053
"1083",2543,134858.354753571
"1084",2544,117448.366825045
"1085",2545,137479.634979832
"1086",2546,131339.062499783
"1087",2547,147340.218971241
"1088",2548,160667.603829752
"1089",2549,158637.69384487
"1090",2550,500000
"1091",2551,144980.353802355
"1092",2552,137531.221877107
"1093",2553,76664.583520323
"1094",2554,96395.6969189382
"1095",2555,128575.794006276
"1096",2556,101138.486332754
"1097",2557,107526.716193102
"1098",2558,138210.989297022
"1099",2559,153332.150189403
"1100",2560,165996.857379024
"1101",2561,174013.511635128
"1102",2562,150575.257806872
"1103",2563,173673.728259648
"1104",2564,203041.746615682
"1105",2565,126883.505805184
"1106",2566,166363.795828732
"1107",2567,148401.60536048
"1108",2568,197091.945937594
"1109",2569,225495.206339394
"1110",2570,120630.274961625
"1111",2571,212802.536944603
"1112",2572,162611.654955903
"1113",2573,233766.126479338
"1114",2574,300691.891757285
"1115",2575,132542.867610176
"1116",2576,116455.582190177
"1117",2577,122302.277765901
"1118",2578,93972.6850672633
"1119",2579,67140.7673228601
"1120",2580,81385.7028691748
"1121",2581,97558.1194965428
"1122",2582,96655.0507090875
"1123",2583,282304.686573338
"1124",2584,173989.496237637
"1125",2585,176349.708492677
"1126",2586,213649.08484733
"1127",2587,206662.537537066
"1128",2588,140232.795107558
"1129",2589,152884.185500142
"1130",2590,206635.473753619
"1131",2591,219880.260955461
"1132",2592,221525.513838436
"1133",2593,250512.853463501
"1134",2594,190870.027994643
"1135",2595,190362.444576814
"1136",2596,285408.485487455
"1137",2597,192244.038364911
"1138",2598,295859.547334172
"1139",2599,232254.458192384
"1140",2600,136680.040177435
"1141",2601,136029.983486072
"1142",2602,79522.4228267254
"1143",2603,87177.9194221049
"1144",2604,85907.4605184225
"1145",2605,79603.9782028511
"1146",2606,147754.168893661
"1147",2607,212912.102646307
"1148",2608,188339.589546757
"1149",2609,160330.592010788
"1150",2610,108785.218664495
"1151",2611,119724.111713782
"1152",2612,142702.064419668
"1153",2613,133684.80986984
"1154",2614,121539.004853966
"1155",2615,145773.927179678
"1156",2616,131427.632653763
"1157",2617,184980.378400845
"1158",2618,204678.74374402
"1159",2619,210146.685167963
"1160",2620,190061.720427528
"1161",2621,178629.304554211
"1162",2622,189268.196482215
"1163",2623,248131.532505825
"1164",2624,318259.123905977
"1165",2625,344079.77755252
"1166",2626,165920.498197705
"1167",2627,175086.31062195
"1168",2628,500000
"1169",2629,500000
"1170",2630,385672.551424732
"1171",2631,500000
"1172",2632,423308.276730438
"1173",2633,300794.704749382
"1174",2634,399737.575547111
"1175",2635,164234.816105079
"1176",2636,189462.736796051
"1177",2637,179057.868759769
"1178",2638,275229.371372614
"1179",2639,179648.122761852
"1180",2640,145136.730513991
"1181",2641,111152.4904691
"1182",2642,180569.762834138
"1183",2643,110932.550367556
"1184",2644,120810.818884958
"1185",2645,110266.089131652
"1186",2646,97237.5668258926
"1187",2647,107163.383009548
"1188",2648,140116.236233224
"1189",2649,161553.167431425
"1190",2650,147615.46085278
"1191",2651,145060.328274041
"1192",2652,434605.938998331
"1193",2653,258242.541730182
"1194",2654,258623.780300166
"1195",2655,390614.025451851
"1196",2656,329647.330240736
"1197",2657,353964.060846232
"1198",2658,319715.764799536
"1199",2659,325756.075978165
"1200",2660,375906.586938576
"1201",2661,355126.816159875
"1202",2662,353487.27222245
"1203",2663,290345.861443728
"1204",2664,277452.095755189
"1205",2665,327405.772246672
"1206",2666,284587.014832026
"1207",2667,168962.276276798
"1208",2668,173575.926906913
"1209",2669,179638.994251003
"1210",2670,276437.577435603
"1211",2671,183836.749070571
"1212",2672,200407.688562895
"1213",2673,199871.786697444
"1214",2674,195076.232039578
"1215",2675,176534.917714209
"1216",2676,189913.274612125
"1217",2677,195756.282558098
"1218",2678,255040.621549881
"1219",2679,271011.085390957
"1220",2680,286012.363863286
"1221",2681,409068.545707381
"1222",2682,314083.639351789
"1223",2683,500000
"1224",2684,334816.589294085
"1225",2685,344013.642443705
"1226",2686,257030.393656694
"1227",2687,290135.476173525
"1228",2688,216410.524800647
"1229",2689,211772.24247697
"1230",2690,424387.584023594
"1231",2691,198361.332484629
"1232",2692,141975.318493675
"1233",2693,200752.492657634
"1234",2694,141992.087450635
"1235",2695,189496.344694677
"1236",2696,180806.074733734
"1237",2697,193685.977657944
"1238",2698,182498.517353189
"1239",2699,175713.947784068
"1240",2700,150985.324666994
"1241",2701,145157.253384537
"1242",2702,115952.988171538
"1243",2703,125788.489658925
"1244",2704,138224.716775025
"1245",2705,117585.704311628
"1246",2706,113276.554889951
"1247",2707,134094.813200237
"1248",2708,131477.474681122
"1249",2709,102967.987463835
"1250",2710,126187.915055378
"1251",2711,295558.226284007
"1252",2712,372799.285245469
"1253",2713,180323.867180776
"1254",2714,152380.749670552
"1255",2715,169150.010210473
"1256",2716,155445.979841377
"1257",2717,198192.699369695
"1258",2718,232422.74591544
"1259",2719,148347.590637297
"1260",2720,156136.06091107
"1261",2721,133116.913949725
"1262",2722,160525.359648843
"1263",2723,146138.265946963
"1264",2724,134402.616596318
"1265",2725,123488.933488126
"1266",2726,162676.470663812
"1267",2727,162569.216809577
"1268",2728,185979.132398828
"1269",2729,149576.617713751
"1270",2730,154928.420923162
"1271",2731,131685.73164285
"1272",2732,133657.382560452
"1273",2733,146433.243654238
"1274",2734,144354.239807985
"1275",2735,135436.545593073
"1276",2736,143719.781906242
"1277",2737,115798.419685364
"1278",2738,149376.118549944
"1279",2739,159179.619436747
"1280",2740,138405.595695727
"1281",2741,135035.535656637
"1282",2742,150621.982012611
"1283",2743,147410.561676896
"1284",2744,148280.665488022
"1285",2745,146529.470256934
"1286",2746,137795.816151116
"1287",2747,143391.046625709
"1288",2748,122671.12770798
"1289",2749,125876.713270311
"1290",2750,127833.935943842
"1291",2751,121203.544195661
"1292",2752,174018.340739974
"1293",2753,143309.201691351
"1294",2754,226715.765006601
"1295",2755,144065.163988581
"1296",2756,104402.871934013
"1297",2757,77311.9568794001
"1298",2758,95729.3228066084
"1299",2759,200357.428173402
"1300",2760,124741.438997679
"1301",2761,140794.103557166
"1302",2762,138561.049814863
"1303",2763,172935.07694294
"1304",2764,145495.245084851
"1305",2765,306312.413396164
"1306",2766,133440.413822131
"1307",2767,82358.0466523854
"1308",2768,129407.94777862
"1309",2769,120220.958141787
"1310",2770,139245.215947573
"1311",2771,113983.256656054
"1312",2772,113524.686433747
"1313",2773,157701.153056589
"1314",2774,137374.917136435
"1315",2775,121253.213569239
"1316",2776,134781.017137879
"1317",2777,138469.12491805
"1318",2778,116157.293020678
"1319",2779,122189.35387583
"1320",2780,97255.3277667333
"1321",2781,101010.211262368
"1322",2782,98061.7013643193
"1323",2783,96222.9982128875
"1324",2784,127623.398516216
"1325",2785,131552.636961877
"1326",2786,73155.8889442388
"1327",2787,123369.171999541
"1328",2788,85690.3008772995
"1329",2789,170344.05040228
"1330",2790,96011.9165287589
"1331",2791,115049.603255629
"1332",2792,55787.4450503381
"1333",2793,157020.146397454
"1334",2794,95652.6255178302
"1335",2795,123772.010397649
"1336",2796,103623.663914583
"1337",2797,200802.924378313
"1338",2798,101649.054352644
"1339",2799,118969.602746865
"1340",2800,73801.4091331112
"1341",2801,104856.654439873
"1342",2802,122140.43563187
"1343",2803,170230.289320852
"1344",2804,121991.399662477
"1345",2805,100445.140333291
"1346",2806,98285.442038238
"1347",2807,166287.726534061
"1348",2808,141962.885961898
"1349",2809,129154.251952381
"1350",2810,131836.005947468
"1351",2811,153320.740451409
"1352",2812,178282.642189356
"1353",2813,175060.839846258
"1354",2814,171674.53995091
"1355",2815,95779.6739561624
"1356",2816,244060.872243572
"1357",2817,163797.336749667
"1358",2818,135902.798010242
"1359",2819,163441.734102313
"1360",2820,127770.897217772
"1361",2821,97330.6903159799
"1362",2822,185235.620098223
"1363",2823,379310.939968305
"1364",2824,164739.612646951
"1365",2825,135729.209777893
"1366",2826,134493.719430917
"1367",2827,137484.502335512
"1368",2828,220934.152035251
"1369",2829,212331.002978197
"1370",2830,233490.047913327
"1371",2831,167339.260112532
"1372",2832,249071.884999414
"1373",2833,285107.333414163
"1374",2834,227612.464182097
"1375",2835,227884.373675712
"1376",2836,187469.054573135
"1377",2837,163154.864677686
"1378",2838,148243.899952721
"1379",2839,177491.652400858
"1380",2840,209604.682050522
"1381",2841,190888.468769668
"1382",2842,223949.131506281
"1383",2843,148751.019718536
"1384",2844,167605.535051567
"1385",2845,131711.793224056
"1386",2846,198254.938626686
"1387",2847,215209.737770074
"1388",2848,210563.395166127
"1389",2849,199917.810559153
"1390",2850,270771.065944749
"1391",2851,211862.289297891
"1392",2852,216695.54414805
"1393",2853,231013.639018772
"1394",2854,138089.28594342
"1395",2855,198267.418324133
"1396",2856,202772.916094867
"1397",2857,186758.97061238
"1398",2858,205217.989422444
"1399",2859,105421.190306393
"1400",2860,125250.403360298
"1401",2861,123477.568001653
"1402",2862,192624.425816816
"1403",2863,132082.070348153
"1404",2864,230860.35625509
"1405",2865,152408.647944477
"1406",2866,143483.677983964
"1407",2867,104761.48444727
"1408",2868,98068.1553739573
"1409",2869,95256.90460981
"1410",2870,116978.067770777
"1411",2871,83064.6411308489
"1412",2872,60329.1628046457
"1413",2873,98835.1706514646
"1414",2874,131692.741143277
"1415",2875,111040.713553524
"1416",2876,175063.567399702
"1417",2877,148645.541170044
"1418",2878,180063.484797326
"1419",2879,133116.581678494
"1420",2880,107307.227217324
"1421",2881,157538.767727105
"1422",2882,175828.47639818
"1423",2883,197288.925812995
"1424",2884,201717.784948653
"1425",2885,198223.315600058
"1426",2886,244658.627053629
"1427",2887,90657.262935982
"1428",2888,134094.290392518
"1429",2889,63748.437786255
"1430",2890,89684.6307885284
"1431",2891,139878.78901914
"1432",2892,44984.5304908569
"1433",2893,65743.8992022653
"1434",2894,56665.6316371119
"1435",2895,316561.993486275
"1436",2896,271736.847879796
"1437",2897,201676.370504607
"1438",2898,164028.763645057
"1439",2899,195021.247815451
"1440",2900,156280.530846707
"1441",2901,189485.734141806
"1442",2902,184730.750395101
"1443",2903,300221.679401537
"1444",2904,348044.340048217
"1445",2905,76838.5119977681
"1446",2906,183999.422837216
"1447",2907,108976.948532917
"1448",2908,134986.971572514
"1449",2909,161940.496629765
"1450",2910,76082.7967273393
"1451",2911,83966.0540082464
"1452",2912,145230.074356614
"1453",2913,78736.6300910398
"1454",2914,76831.0088686115
"1455",2915,85059.1299260164
"1456",2916,82980.0825501519
"1457",2917,167320.02114685
"1458",2918,116588.993350086
"1459",2919,214337.989288335
